2058177781|7|0|true|20241105145633
2057757757|7|20000001|false|20241105145633
2052843575|7|0|true|20241105145633
2058177781|7|0|true|20241104145633
2057757757|7|20000001|false|20241104145633
2052843575|7|0|true|20241104145633
2058177781|7|0|true|20241104145633
2057757757|7|20000001|false|20241104145633
2052843575|7|0|true|20241106145633
2058177781|7|0|true|20241106145633
2057757757|7|20000001|false|20241106145633
2052843575|7|0|true|20241106145633
2058177781|7|0|true|20241107145633
2057757757|7|20000001|false|20241107145633
2052843575|7|0|true|20241104145633
2058177781|7|0|true|20241104145633
2057757757|7|20000001|false|20241104145633
2052843575|7|0|true|20241104145633
2058177781|7|0|true|20241104145633
2057757757|7|20000001|false|20241104145633
2052843575|7|0|true|20241104145633
